Entity,Relation,Action,Value
cats,animaldevelopdisease,"nanimaldevelopdisease,animal,disease",acne
cats,animaldevelopdisease,"yinverseofanimaldevelopdisease,disease,disease",acne
mammals,animalpreyson,"nanimalpreyson,animal,animal",monkeys
cats,animaldevelopdisease,"yanimaldevelopdisease,animal,disease",seizures
dogs,animaleatfood,"yanimaleatfood,animal,food",yogurt
cats,animaldevelopdisease,"yanimaldevelopdisease,animal,disease",allergic_reactions
dogs,animaleatfood,"ninverseofanimaleatfood,food,food",hamsters
cows,agriculturalproductincludingagriculturalproduct,"nagriculturalproductincludingagriculturalproduct,agriculturalproduct,agriculturalproduct",chickens
dogs,animaldevelopdisease,"yanimaldevelopdisease,mammal,disease",allergy
animals,animaleatfood,"ninverseofanimaleatfood,plant,plant",flower
cats,animaldevelopdisease,"nanimaldevelopdisease,animal,disease",respiratory_infection
animals,animalpreyson,"nanimalpredators,mammal,mammal",alpacas
cats,animaldevelopdisease,"yanimaldevelopdisease,animal,disease",breast_feeding
animals,animalistypeofanimal,"nanimalistypeofanimal,animal,animal",pheasants
animals,animalistypeofanimal,"nanimalistypeofanimal,animal,animal",pheasants
cats,animaldevelopdisease,"yanimaldevelopdisease,animal,disease",alzheimers
cats,animaldevelopdisease,"yanimaldevelopdisease,animal,disease",alzheimers
cattle,agriculturalproductincludingagriculturalproduct,"nagriculturalproductincludingagriculturalproduct,agriculturalproduct,agriculturalproduct",beef
dog,animalpreyson,"nanimalpreyson,animal,animal",animals
wild_animals,animaldevelopdisease,"yanimaldevelopdisease,animal,disease",rabies
bats,animalistypeofanimal,"yanimalistypeofanimal,animal,animal",wild_animals
rabbits,animalpreyson,"nanimalpreyson,animal,animal",wild_animals
boars,animalpreyson,"nanimalpreyson,animal,animal",birds
rabbits,animalistypeofanimal,"yanimalistypeofanimal,animal,animal",rodents
monkeys,animalistypeofanimal,"yanimalistypeofanimal,animal,animal",creatures
bears,animalistypeofanimal,"yanimalistypeofanimal,animal,animal",carnivores
cattle,animalistypeofanimal,"yanimalistypeofanimal,animal,animal",large_animals
turkey,animaleatvegetable,"nanimaleatvegetable,animal,vegetable",sauerkraut
salmon,fishservedwithfood,"yfishservedwithfood,fish,food",horseradish_sauce
pests,animalthatfeedoninsect,"yanimalthatfeedoninsect,animal,insect",silverfish
snakes,animalistypeofanimal,"nanimalistypeofanimal,reptile,mammal",animals
endangered_species,animalsuchasfish,"nanimalsuchasfish,animal,fish",salmon
endangered_species,animalsuchasfish,"yanimalsuchasfish,animal,fish",salmon
frogs,animalistypeofanimal,"yanimalistypeofanimal,amphibian,animal",creatures
frogs,animalistypeofanimal,"yanimalistypeofanimal,amphibian,animal",predators
pet,animaldevelopdisease,"yanimaldevelopdisease,animal,disease",problems
trout,fishservedwithfood,"yfishservedwithfood,fish,food",rice_pilaf
tuna,fishservedwithfood,"yfishservedwithfood,fish,food",sauce
trout,fishservedwithfood,"yfishservedwithfood,fish,food",sauce
filter_feeders,animalsuchasinvertebrate,"yanimalsuchasinvertebrate,animal,invertebrate",oysters
child,animaldevelopdisease,"yanimaldevelopdisease,animal,disease",mumps
child,animaldevelopdisease,"yanimaldevelopdisease,animal,disease",scabies
child,animaldevelopdisease,"nanimaldevelopdisease,animal,disease",hepatitis_b
herds,ismultipleof,"nismultipleof,everypromotedthing,everypromotedthing",goats
pests,animalsuchasinvertebrate,"yanimalsuchasinvertebrate,animal,invertebrate",worms
child,animaldevelopdisease,"yanimaldevelopdisease,animal,disease",disability
child,animaldevelopdisease,"yzooincity,zoo,city",hpv
frogs,animaleatfood,"yanimaleatfood,amphibian,food",larvae
cow,animalthatfeedoninsect,"nanimalthatfeedoninsect,animal,insect",flies
salmon,fishservedwithfood,"yfishservedwithfood,fish,food",french_bread
herds,ismultipleof,"yismultipleof,everypromotedthing,everypromotedthing",bison
sulfur,chemicalistypeofchemical,"nchemicalistypeofchemical,chemical,chemical",coal
water,chemicalistypeofchemical,"nchemicalistypeofchemical,chemical,chemical",vinegar
water,chemicalistypeofchemical,"nchemicalistypeofchemical,chemical,chemical",pollutants
carbon,chemicalistypeofchemical,"nchemicalistypeofchemical,chemical,chemical",ash
heavy_metals,chemicalistypeofchemical,"ychemicalistypeofchemical,chemical,chemical",chemicals
water,chemicalistypeofchemical,"nchemicalistypeofchemical,chemical,chemical",pollutant
natural_gas,chemicalistypeofchemical,"ychemicalistypeofchemical,chemical,chemical",fossil_fuels
gas,chemicalistypeofchemical,"nchemicalistypeofchemical,chemical,chemical",non_renewable_resources
carbon,chemicalistypeofchemical,"nchemicalistypeofchemical,chemical,chemical",help
gas,chemicalistypeofchemical,"ychemicalistypeofchemical,chemical,chemical",natural_resources
gases,chemicalistypeofchemical,"nchemicalistypeofchemical,chemical,chemical",mercury
gas,chemicalistypeofchemical,"nchemicalistypeofchemical,chemical,chemical",carbon
gases,chemicalistypeofchemical,"nchemicalistypeofchemical,chemical,chemical",carbon
oxygen,chemicalistypeofchemical,"ychemicalistypeofchemical,chemical,chemical",gas
oxygen,chemicalistypeofchemical,"nchemicalistypeofchemical,chemical,chemical",hydrogen
oxygen,chemicalistypeofchemical,"nchemicalistypeofchemical,chemical,chemical",nitrogen
oxygen,chemicalistypeofchemical,"ychemicalistypeofchemical,chemical,chemical",compound
radon,chemicalistypeofchemical,"ychemicalistypeofchemical,chemical,chemical",gas
liquid,chemicalistypeofchemical,"nchemicalistypeofchemical,chemical,chemical",vinegar
cadmium,chemicalistypeofchemical,"ychemicalistypeofchemical,chemical,chemical",pollutants
cadmium,chemicalistypeofchemical,"nchemicalistypeofchemical,chemical,chemical",water
metal,chemicalistypeofchemical,"nchemicalistypeofchemical,chemical,chemical",materials
metal,chemicalistypeofchemical,"nchemicalistypeofchemical,chemical,chemical",materials
chemicals,chemicalistypeofchemical,"nchemicalistypeofchemical,chemical,chemical",mercury
dioxide,chemicalistypeofchemical,"ychemicalistypeofchemical,chemical,chemical",compound
argon,chemicalistypeofchemical,"ychemicalistypeofchemical,chemical,chemical",gas
argon,chemicalistypeofchemical,"ychemicalistypeofchemical,chemical,chemical",gas
nitrogen,chemicalistypeofchemical,"ychemicalistypeofchemical,chemical,chemical",gas
trichloroethylene,chemicalistypeofchemical,"nchemicalistypeofchemical,chemical,chemical",water
cats,animaldevelopdisease,"yinverseofanimaldevelopdisease,disease,disease",cancer
rabbits,animaldevelopdisease,"yinverseofanimaldevelopdisease,disease,disease",cancer
linguine,fishservedwithfood,"yfishservedwithfood,fish,food",sauce
seals,animalistypeofanimal,"yanimalistypeofanimal,animal,animal",marine_animals
great_apes,synonymfor,"ysynonymfor,everypromotedthing,everypromotedthing",gorillas
mahimahi,fishservedwithfood,"yfishservedwithfood,fish,food",sauce
mercury,chemicalistypeofchemical,"ychemicalistypeofchemical,chemical,chemical",emissions
appetizer,fishservedwithfood,"nfishservedwithfood,fish,food",sauce
appetizer,fishservedwithfood,-2legume,sauce
petroleum,chemicalistypeofchemical,"ychemicalistypeofchemical,chemical,chemical",fuels
fuels,chemicalistypeofchemical,"nchemicaltypehaschemical,chemical,chemical",petroleum
water,chemicalistypeofchemical,"nchemicaltypehaschemical,chemical,chemical",petroleum
water,chemicalistypeofchemical,"-chemicalistypeofchemical,,",petroleum
water,chemicalistypeofchemical,"-chemicalistypeofchemical,chemical,chemical",petroleum
petroleum,chemicalistypeofchemical,"nchemicalistypeofchemical,chemical,chemical",gas
united_state,countrylocatedingeopoliticallocation,"ncountrylocatedingeopoliticallocation,country,geopoliticallocation",countries
ireland,countryalsoknownas,"ycountryalsoknownas,country,country",great_britain
tournament,sportsgameteam,"ysportsgameteam,sportsgame,sportsteam",germany
tournament,sportsgameteam,"ysportsgameteam,sportsgame,sportsteam",brazil
tournament,sportsgamedate,"nsportsgamedate,sportsgame,dateliteral",n2002
baseball,sporthassportsteamposition,"nsporthassportsteamposition,sport,sportsteamposition",home
hayward,citylocatedinstate,"ycitylocatedinstate,city,stateorprovince",california
manhattan,cityliesonriver,"ycityliesonriver,city,river",east
bucharest,citycapitalofcountry,"ycitycapitalofcountry,city,country",romania
illinois,statehascapital,"nstatehascapital,stateorprovince,city",elgin
dublin,citylocatedinstate,"ncitylocatedinstate,city,stateorprovince",georgia
winnipeg,citylocatedincountry,"ycitylocatedincountry,city,country",canada
winnipeg,citylocatedincountry,"ycitylocatedincountry,city,country",canada
uganda,countryalsoknownas,"ncountryalsoknownas,country,country",sudan
gunnison,citylocatedinstate,"ycitylocatedinstate,city,stateorprovince",colorado
bahamas,countrycurrency,"ycountrycurrency,country,currency",dollars
utah,statehascapital,"ystatehascapital,stateorprovince,city",salt_lake
utah,statehascapital,"ystatehascapital,stateorprovince,city",salt_lake
canada,countrycurrency,"ycountrycurrency,country,currency",dollars
canada,countrycurrency,"ycountrycurrency,country,currency",dollars
canada,countrycurrency,"ycountrycurrency,country,currency",dollars
alabama,statehascapital,"ystatehascapital,stateorprovince,city",montgomery
romania,statehascapital,"ystatehascapital,stateorprovince,city",bucharest
romania,statehascapital,"ystatehascapital,stateorprovince,city",bucharest
philadelphia,cityalsoknownas,"ycityalsoknownas,city,city",philly
alexandria,citylocatedinstate,"ncitylocatedinstate,city,stateorprovince",louisiana
states,statelocatedingeopoliticallocation,"nstatelocatedingeopoliticallocation,stateorprovince,geopoliticallocation",state
uss,countrycurrency,"ncountrycurrency,country,currency",dollars
jamaica,countrycurrency,"ycountrycurrency,country,currency",dollar
austria,countryalsoknownas,"ncountryalsoknownas,country,country",prussia
prussia,countryalsoknownas,"ncountryalsoknownas,country,country",austria
ne,statehascapital,"ystatehascapital,stateorprovince,city",omaha
ne,statehascapital,"ystatehascapital,stateorprovince,city",omaha
kuwait,countrycurrency,"ycountrycurrency,country,currency",dollars
wa,statehascapital,"nstatehascapital,stateorprovince,city",seattle
wa,statehascapital,"ystatehascapital,stateorprovince,city",seattle
taiwan,countrycurrency,"ycountrycurrency,country,currency",dollars
britishcolumbia,statelocatedingeopoliticallocation,"ystatelocatedingeopoliticallocation,stateorprovince,geopoliticallocation",canada
galveston,citylocatedinstate,"ycitylocatedinstate,city,stateorprovince",texas
tokyo,citylocatedincountry,"ycitylocatedincountry,city,country",japan
hinsdale,citylocatedinstate,"ycitylocatedinstate,city,stateorprovince",illinois
key_biscayne,citylocatedinstate,"ycitylocatedinstate,city,stateorprovince",florida
monaco,countrylocatedingeopoliticallocation,"ncountrylocatedingeopoliticallocation,country,geopoliticallocation",states
hiroshima,citylocatedincountry,"ycitylocatedincountry,city,country",japan
hiroshima,citylocatedincountry,"ycitylocatedincountry,city,country",japan
alberta,statehascapital,"ystatehascapital,stateorprovince,city",edmonton
tripoli,citycapitalofcountry,"ycitycapitalofcountry,city,country",libya
tripoli,citycapitalofcountry,"ycitycapitalofcountry,city,country",libya
portugal,countrylocatedingeopoliticallocation,"ycountrylocatedingeopoliticallocation,country,geopoliticallocation",europe
liberia,countrycurrency,"ycountrycurrency,country,currency",dollars
district,cityalsoknownas,"ncityalsoknownas,city,city",columbia
tours,cityliesonriver,"ncityliesonriver,city,river",loire
santa_ana,citylocatedinstate,"ycitylocatedinstate,city,stateorprovince",california
rio,cityalsoknownas,"ncityalsoknownas,city,city",buenos_aires
rio,cityalsoknownas,"ncityalsoknownas,city,city",uruguay
rangoon,citycapitalofcountry,"ycitycapitalofcountry,city,country",burma
glendale,citylocatedinstate,"ycitylocatedinstate,city,stateorprovince",california
damascus,citycapitalofcountry,"ycitycapitalofcountry,city,country",syria
bahia_blanca,citylocatedincountry,"ycountrycities,country,country",argentina
rio,citylocatedincountry,"ycountrycities,country,country",brazil
algiers,citycapitalofcountry,"ycountrycapital,country,country",algeria
algiers,citylocatedincountry,"ycountrycities,country,country",algeria
mumbai,cityalsoknownas,"ycityalsoknownas,city,city",bombay
bombay,cityalsoknownas,"ycityalsoknownas,city,city",mumbai
hyderabad,citylocatedinstate,"ystatecontainscity,stateorprovince,stateorprovince",andhra_pradesh
hyderabad,citylocatedinstate,"ycitylocatedinstate,city,stateorprovince",andhra_pradesh
mumbai,citylocatedinstate,"ystatecontainscity,stateorprovince,stateorprovince",maharashtra
maharashtra,statehascapital,"nstatehascapital,stateorprovince,geopoliticallocation",ratnagiri
andra_pradesh,statehascapital,"ncitycapitalofstate,city,city",vijayawada
ethiopia,countryalsoknownas,"ycountryalsoknownas,country,country",eritrea
eritrea,countryalsoknownas,"ycountryalsoknownas,country,country",ethiopia
kenya,countryalsoknownas,"ycountryalsoknownas,country,country",ethiopia
djibouti,countryalsoknownas,"ycountryalsoknownas,country,country",ethiopia
croatia,countrycurrency,"ycurrencycountry,currency,currency",kuna
bulgaria,countrycurrency,"ycurrencycountry,currency,currency",lev
ethiopia,countrycurrency,"ycurrencycountry,currency,currency",birr
ecuador,countrycurrency,"ycurrencycountry,currency,currency",sucre
estonia,countrycurrency,"ycurrencycountry,currency,currency",kroon
andorra,countrycurrency,"ycurrencycountry,currency,currency",euro
montenegro,countrycurrency,"ycurrencycountry,currency,currency",euro
france,countrycurrency,"ycurrencycountry,currency,currency",euros
greece,countrycurrency,"ycurrencycountry,currency,currency",euros
gardena,citylocatedinstate,"ncitylocatedinstate,city,stateorprovince",california
cairo,cityliesonriver,"ncityliesonriver,city,river",mississippi
cairo,cityliesonriver,"ycityliesonriver,city,river",nile
puerto_iguazu,citylocatedincountry,"ycountrycities,country,country",argentina
north_chicago,citylocatedinstate,"ycitylocatedinstate,city,stateorprovince",illinois
los_angeles,cityalsoknownas,"ycityalsoknownas,city,city",l_a_
